===== [AreaID 001] Bridge Crossings (75) =====
Vending Machine, -154571.52, 164024.48, 7683.116
Vending Machine, -154445.81, 163959.55, 7685
Vending Machine, -154341.89, 163899.55, 7685
Vending Machine, -149105.19, 167225.64, 8024
Vending Machine, -149001.66, 167151.86, 8023.5
Vending Machine, -145554.1, 170717.11, 8115
Vending Machine, -145446.84, 170627.12, 8115.5
Vending Machine, -143935.31, 163609.42, 6834
Vending Machine, -143843.05, 163714.7, 6834
Vending Machine, -142239.27, 171413.83, 6848.1704
Vending Machine, -142150.1, 171494.12, 6848.1704
Vending Machine, -136777.27, 163653.12, 6832.7856
Vending Machine, -136671.47, 163561.42, 6832.7856
Vending Machine, -136065.92, 160231, 5987.5
Vending Machine, -135968.33, 160346.25, 5987.5
Vending Machine, -135687.31, 166752.52, 5955.6855
Vending Machine, -135569.66, 166653.8, 5955.6855
Vending Machine, -134209.34, 175323.44, 5955.6855
Vending Machine, -134091.69, 175224.72, 5955.6855
Vending Machine, -132022.23, 181632.33, 6680.5815
Vending Machine, -131922.64, 181548.77, 6680.5815
Vending Machine, -129868.03, 153306.97, 5909.5
Vending Machine, -129797.555, 153449.06, 5909.5
Vending Machine, -129730.61, 184275.5, 6619
Vending Machine, -129638.266, 184198.02, 6619
Vending Machine, -129564.14, 184137.84, 6619
Vending Machine, -128484.19, 161043.95, 6626.2188
Vending Machine, -128382.43, 160952.77, 6626.2188
Vending Machine, -121327, 181486.1, 6619.858
Vending Machine, -121232.37, 181599.23, 6619.858
Vending Machine, -120020.65, 126369.34, 9572.372
Vending Machine, -120001.36, 126251.59, 9571.557
Vending Machine, -111290.85, 175410.83, 6510.2456
Vending Machine, -111213.336, 175506.55, 6510.2456
Vending Machine, -108582.89, 161791.9, 5815.8535
Vending Machine, -107550.516, 148036.92, 6138.589
Vending Machine, -107469.516, 148129.4, 6138.589
Vending Machine, -105734.984, 161446.92, 5975.2393
Vending Machine, -105671.305, 161520.06, 5975.2393
Vending Machine, -105577.64, 161630.8, 5975.2393
Vending Machine, -102669.414, 170143.33, 5299.0435
Vending Machine, -102558.04, 170042.86, 5299.1787
Vending Machine, -101725.74, 185414.19, 3092.7563
Vending Machine, -101689.586, 185543.73, 3092.7563
Vending Machine, -99685.336, 161862.73, 4065.692
Vending Machine, -99534.38, 161878.92, 4065.692
Vending Machine, -98056.97, 159983.33, 4077.32
Vending Machine, -98042.53, 159865.77, 4077.347
Vending Machine, -98030.23, 159765.55, 4077.9028
Vending Machine, -93350, 151541.16, 4460
Vending Machine, -93350, 151692.92, 4460
Vending Machine, -92541.234, 173686.44, 4386.034
Vending Machine, -92466.664, 173792.92, 4386.034
Vending Machine, -91803.45, 155526.3, 4199.2896
Vending Machine, -91678.53, 155528.27, 4199.2896
Vending Machine, -89324.89, 159366.1, 4050.293
Vending Machine, -89317.78, 159259.23, 4051.8499
Vending Machine, -88105.484, 176459.77, 4183
Vending Machine, -88018.45, 176562.97, 4183
Vending Machine, -86955.21, 168150.53, 4144.8066
Vending Machine, -86875.8, 168253.45, 4144.8066
Vending Machine, -85333.43, 153075.69, 4258
Vending Machine, -85315.43, 153214.52, 4258
Vending Machine, -82277.57, 162735.97, 3324
Vending Machine, -82255.07, 162612, 3324
Vending Machine, -81398.13, 155112.61, 4248.4727
Vending Machine, -81256.44, 155090.97, 4247.574
Vending Machine, -81165.69, 145778.88, 3826.4153
Vending Machine, -81132.734, 155072.08, 4248.076
Vending Machine, -81041.016, 145795.05, 3826.4153
Vending Machine, -79286.49, 161365.11, 3220.8276
Vending Machine, -79162.32, 161383.48, 3220.8276
Vending Machine, -73095.016, 142837.47, 3750.68
Vending Machine, -73089.69, 142740.52, 3750.68
Vending Machine, -73085.234, 142623.23, 3750.68

===== [AreaID 002] Unheard Shores (3) =====
Vending Machine, -133394.53, 208117.86, 10197.697
Vending Machine, -133288.94, 208229.39, 10197.697
Vending Machine, -133213.77, 208340.88, 10197.697

===== [AreaID 003] Illusion Town (74) =====
Vending Machine, -195413.7, 112429.88, 7108.697
Vending Machine, -195356.11, 112545.07, 7108.697
Vending Machine, -190631.47, 129857.97, 6987.2764
