===== [Floor Lobby] (15) =====
Fortune Cat Decor, -35886.18, -15012.702, 4191.8027
Fortune Cat Decor, -35175.1, -15439.108, 4261.066
Fortune Cat Decor, -36575.805, -17158.586, 4261.566
Fortune Cat Decor, -37005.01, -16014.848, 3520.1719
Fortune Cat Decor, -34282.5, -20109.701, 4261.796
Fortune Cat Decor, -33387.023, -17967.78, 4261.796
Fortune Cat Decor, -37508.457, -18078.71, 4261.796
Fortune Cat Decor, -35883.406, -16247.149, 3506.468
Fortune Cat Decor, -37523.574, -17344.69, 3506.468
Fortune Cat Decor, -37699.258, -17827.375, 3519.9026
Fortune Cat Decor, -34412.125, -15559.359, 3519.6472
Fortune Cat Decor, -33856.6, -16045.513, 3519.6472
Fortune Cat Decor, -33539.773, -17346.006, 3507.1128
Fortune Cat Decor, -33149.582, -17740.055, 3520.0598
Fortune Cat Decor, -34291.06, -21774.52, 4260.954

===== [Floor 1F] (199) =====
Fortune Cat Decor, -30813.67, -3529.021, 3006.2725
Fortune Cat Decor, -40494.477, -481.36804, 3043.6248
Fortune Cat Decor, -39157.348, -2449.3154, 2950.782
Fortune Cat Decor, -39036.24, 1467.4398, 2950.782
Fortune Cat Decor, -32669.244, 6598.9604, 5090.762
Fortune Cat Decor, -31763.932, 3001.9932, 5090.762
Fortune Cat Decor, -30996, 4379.79, 5090.762
Fortune Cat Decor, -34182.176, 9952.758, 4684.2153
Fortune Cat Decor, -32513.727, 6423.394, 2953.213
Fortune Cat Decor, -28172.346, 7931.4785, 3475.257
Fortune Cat Decor, -34839.62, -378.87396, 3223.3123
Fortune Cat Decor, -35734.48, 8507.618, 5090.0903
Fortune Cat Decor, -33868.785, 8932.9375, 4929.903
Fortune Cat Decor, -33015.797, 7621.628, 5091.1904
Fortune Cat Decor, -33073.7, 7638.5386, 5091.1978
Fortune Cat Decor, -32362.39, -3022.7424, 2949.7388
Fortune Cat Decor, -27996.475, -1704.8707, 3031.6458
Fortune Cat Decor, -42281.61, -2576.965, 3176.2385
Fortune Cat Decor, -30036.043, -2755.666, 5052.619
Fortune Cat Decor, -38878.15, 2165.489, 3023.61
Fortune Cat Decor, -35473.344, 9619.081, 4684.232
Fortune Cat Decor, -35574.44, 9947.97, 4684.232
Fortune Cat Decor, -35209.88, 10124.952, 4689.0244
Fortune Cat Decor, -25770.264, -665.53357, 4998.377
Fortune Cat Decor, -42073.656, 2247.3882, 3601.1624
Fortune Cat Decor, -42073.656, 1564.534, 4769.0044
Fortune Cat Decor, -33826.008, -2823.1304, 5272.554
Fortune Cat Decor, -28170.275, 8036.6494, 4157.0986
Fortune Cat Decor, -36743.613, -3653.083, 3030.3406
Fortune Cat Decor, -36829.914, -3581.7402, 3030.3406
Fortune Cat Decor, -33957.49, 9579.872, 4655.7847
Fortune Cat Decor, -34490.043, 9951.71, 4683.899
Fortune Cat Decor, -34482.844, -3373.5684, 3030.3406
Fortune Cat Decor, -34232.457, 9170.215, 5090.5474
Fortune Cat Decor, -33927.22, 8696.421, 5121.0083
Fortune Cat Decor, -33920.492, 8510.874, 5090.574
Fortune Cat Decor, -29204.486, -1935.0854, 3030.3406
Fortune Cat Decor, -28771.936, -890.41516, 3063.2737
Fortune Cat Decor, -42073.01, 1190.6173, 3677.0332
Fortune Cat Decor, -31721.35, 3105.7537, 5095.337
Fortune Cat Decor, -31088.273, 3454.1235, 5095.337
Fortune Cat Decor, -32314.807, 3442.8777, 5047.733
Fortune Cat Decor, -31101.021, 4421.5894, 5094.7715
