===== [Floor 2F] (51) =====
Oceanic Dewdrops, -34882.023, 43138.656, 3454.8484
Oceanic Dewdrops, -34565.805, 43149.04, 3454.8484
Oceanic Dewdrops, -34244.133, 43566.47, 3454.8484
Oceanic Dewdrops, -33793.203, 44005.273, 3454.8484
Oceanic Dewdrops, -34727.805, 43502.984, 3454.8484
Oceanic Dewdrops, -34504.254, 43815.04, 3454.8484
Oceanic Dewdrops, -35047.188, 43795.434, 3454.8484
Oceanic Dewdrops, -34041.066, 43172.207, 3454.8484
Oceanic Dewdrops, -33553.277, 42794.832, 3454.8484
Oceanic Dewdrops, -33609.203, 43155.043, 3454.8484
Oceanic Dewdrops, -33564.582, 43510.375, 3454.8484
Oceanic Dewdrops, -34291.844, 43302.582, 3454.8484
Oceanic Dewdrops, -33564.582, 44097.57, 3454.8484
Oceanic Dewdrops, -34147.96, 43993.227, 3454.8484
Oceanic Dewdrops, -34068.58, 42834.6, 3454.8484
Oceanic Dewdrops, -34617.188, 42812.14, 3454.8484
Oceanic Dewdrops, -34778.676, 43958.28, 3454.8484
Oceanic Dewdrops, -35162.34, 44181.54, 3454.8484
Oceanic Dewdrops, -35519.19, 44181.54, 3454.8484
Oceanic Dewdrops, -35662.75, 42810.72, 3454.8484
Oceanic Dewdrops, -35817.95, 43107.555, 3454.8484
Oceanic Dewdrops, -36028.97, 43572.047, 3454.8484
Oceanic Dewdrops, -35711.742, 43406.668, 3454.8484
Oceanic Dewdrops, -36133.125, 43348.63, 3454.8484
Oceanic Dewdrops, -34532.863, 43478.586, 3454.8484
Oceanic Dewdrops, -34087.152, 43722.508, 3454.8484
Oceanic Dewdrops, -34340.555, 42939.11, 3454.8484
Oceanic Dewdrops, -34808.52, 43717.38, 3454.8484
Oceanic Dewdrops, -35265.555, 43717.38, 3454.8484
Oceanic Dewdrops, -35265.555, 43246.527, 3454.8484
Oceanic Dewdrops, -35535.305, 43172.754, 3454.8484
Oceanic Dewdrops, -34982.97, 42862.78, 3454.8484
Oceanic Dewdrops, -35854.184, 43810.207, 3454.8484
Oceanic Dewdrops, -35683.26, 43800.03, 3454.8484
Oceanic Dewdrops, -35573.88, 43592.555, 3454.8484
Oceanic Dewdrops, -35362.633, 43479.75, 3454.8484
Oceanic Dewdrops, -33829.445, 43445.387, 3454.8484
Oceanic Dewdrops, -35391.453, 43810.676, 3454.8484
Oceanic Dewdrops, -35310.926, 43039.684, 3454.8484
Oceanic Dewdrops, -35079.117, 43379.113, 3454.8484
Oceanic Dewdrops, -39121.402, 37132.742, 4139.6245
Oceanic Dewdrops, -37698.746, 36525.64, 4154.5737
Oceanic Dewdrops, -33831.5, 37129.99, 3557.7397
Oceanic Dewdrops, -39656.934, 43878.684, 4105.631
Oceanic Dewdrops, -39527.48, 43878.684, 4105.631
Oceanic Dewdrops, -39398.875, 43878.684, 4105.631
Oceanic Dewdrops, -30661.234, 40569.08, 4084.6663
Oceanic Dewdrops, -36064.6, 35089.734, 4863.365
Oceanic Dewdrops, -36093, 34921.06, 4885.075
Oceanic Dewdrops, -33833.75, 35183.99, 4880.086
Oceanic Dewdrops, -33833.75, 35150.992, 4869.6953

===== [Floor 3F] (18) =====
Oceanic Dewdrops, -32177.873, 58288.418, 4164.9253
Oceanic Dewdrops, -39815.664, 51106.727, 4173.184
Oceanic Dewdrops, -39654.637, 51106.727, 4173.184
Oceanic Dewdrops, -32847.523, 57439.066, 4168.104
Oceanic Dewdrops, -32930.164, 57503.188, 4085.768
Oceanic Dewdrops, -37434.645, 57396.934, 4164.62
Oceanic Dewdrops, -36772.86, 58245.31, 4166.7383
Oceanic Dewdrops, -36027.973, 58178.484, 4093.2173
Oceanic Dewdrops, -36207.816, 58176.56, 4088.9136
Oceanic Dewdrops, -28491.668, 50865.387, 4089.7915
Oceanic Dewdrops, -29293.531, 50363.523, 4087.8306
Oceanic Dewdrops, -29468.877, 50366.223, 4090.713
Oceanic Dewdrops, -28409.56, 50710.15, 4177.939
Oceanic Dewdrops, -28410.148, 50870.43, 4175.2354
Oceanic Dewdrops, -28952.104, 50279.77, 4176.051
Oceanic Dewdrops, -28612.23, 50279.77, 4175.717
Oceanic Dewdrops, -28409.803, 50540.09, 4175.36
Oceanic Dewdrops, -29088.67, 50644.605, 4077.2104
