===== [Floor Lobby] (3) =====
Starshaker, -35886.18, -15012.702, 4191.8027
Starshaker, -35175.1, -15439.108, 4261.066
Starshaker, -36575.805, -17158.586, 4261.566

===== [Floor 1F] (70) =====
Starshaker, -30813.67, -3529.021, 3006.2725
Starshaker, -40494.477, -481.36804, 3043.6248
Starshaker, -39157.348, -2449.3154, 2950.782
Starshaker, -39036.24, 1467.4398, 2950.782
Starshaker, -32669.244, 6598.9604, 5090.762
Starshaker, -31763.932, 3001.9932, 5090.762
Starshaker, -30996, 4379.79, 5090.762
Starshaker, -34182.176, 9952.758, 4684.2153
Starshaker, -32513.727, 6423.394, 2953.213
Starshaker, -28172.346, 7931.4785, 3475.257
Starshaker, -34839.62, -378.87396, 3223.3123
Starshaker, -35734.48, 8507.618, 5090.0903
Starshaker, -33868.785, 8932.9375, 4929.903
Starshaker, -33015.797, 7621.628, 5091.1904
Starshaker, -33073.7, 7638.5386, 5091.1978
Starshaker, -32362.39, -3022.7424, 2949.7388
Starshaker, -27996.475, -1704.8707, 3031.6458
Starshaker, -42281.61, -2576.965, 3176.2385
Starshaker, -30036.043, -2755.666, 5052.619
Starshaker, -38878.15, 2165.489, 3023.61
Starshaker, -35473.344, 9619.081, 4684.232
Starshaker, -35574.44, 9947.97, 4684.232
Starshaker, -35209.88, 10124.952, 4689.0244
Starshaker, -25770.264, -665.53357, 4998.377
Starshaker, -42073.656, 2247.3882, 3601.1624
Starshaker, -42073.656, 1564.534, 4769.0044
Starshaker, -33826.008, -2823.1304, 5272.554
Starshaker, -28170.275, 8036.6494, 4157.0986
Starshaker, -36743.613, -3653.083, 3030.3406
Starshaker, -36829.914, -3581.7402, 3030.3406
Starshaker, -33957.49, 9579.872, 4655.7847
Starshaker, -34490.043, 9951.71, 4683.899
Starshaker, -34482.844, -3373.5684, 3030.3406
Starshaker, -34232.457, 9170.215, 5090.5474
Starshaker, -33927.22, 8696.421, 5121.0083
Starshaker, -33920.492, 8510.874, 5090.574
Starshaker, -29204.486, -1935.0854, 3030.3406
Starshaker, -28771.936, -890.41516, 3063.2737
Starshaker, -42073.01, 1190.6173, 3677.0332
Starshaker, -31721.35, 3105.7537, 5095.337
Starshaker, -31088.273, 3454.1235, 5095.337
Starshaker, -32314.807, 3442.8777, 5047.733
Starshaker, -31101.021, 4421.5894, 5094.7715
Starshaker, -37388.664, 5231.192, 5091.6685
Starshaker, -30622.129, -3792.2217, 5052.7017
Starshaker, -33810.664, 4429.9214, 3009.182
Starshaker, -28266.34, 7811.558, 3421.7654
Starshaker, -31756.908, 15611.369, 3047.4238
Starshaker, -31756.908, 14398.852, 3057.5745
Starshaker, -31883.89, -2359.196, 3023.7651
Starshaker, -36658.445, 3573.6296, 3023.5562
Starshaker, -31659.53, 6657.7075, 3025.36
Starshaker, -31627.326, 6682.5474, 3025.36
Starshaker, -36607.543, -3546.9534, 3032.6992
Starshaker, -38077.99, -3241.3408, 3024.261
Starshaker, -32765.586, -3369.3267, 3081.6272
Starshaker, -32710.822, -3779.787, 3024.1348
Starshaker, -27959.268, -1743.2146, 3032.3447
Starshaker, -25841.732, -1823.7628, 3725.697
Starshaker, -42198.48, -2714.4333, 3470.9536
Starshaker, -38096.64, 1335.8077, 3023.5562
Starshaker, -33656.492, -457.6116, 3044.2886
Starshaker, -36374.355, -4266.254, 3044.2886
Starshaker, -33809.66, -3771.785, 3023.5518
Starshaker, -28272.906, -2509.424, 3034.3438
Starshaker, -38861, 2246.305, 3023.5562
Starshaker, -37734.492, 2608.0637, 3081.745
Starshaker, -36411.906, 2726.511, 3023.5562
Starshaker, -37614.2, 2092.393, 3044.3975
Starshaker, -36064.355, 2067.1243, 3044.3975

===== [Floor 2F] (25) =====
Starshaker, -33663.406, 34740.914, 3452.6123
Starshaker, -30960.129, 36232.574, 3519.8762
Starshaker, -36305.16, 38256.69, 4036.959
Starshaker, -33648.816, 37317.656, 3445.5137
Starshaker, -30049.78, 44471.867, 4036.6992
Starshaker, -40192.13, 38620.11, 3446.3804
Starshaker, -34019.04, 33307.043, 3446.3042
Starshaker, -41219, 34251.945, 3575.9373
Starshaker, -42826.203, 37571.824, 3446.3042
Starshaker, -42173.836, 37416.07, 3446.3042
Starshaker, -45695.504, 38030.51, 3446.3042
Starshaker, -45222.51, 38030.51, 3446.3042
Starshaker, -31349.705, 43246.39, 4116.744
Starshaker, -27015.367, 41583.227, 3525.663
Starshaker, -29156.47, 39472.273, 3518.1562
Starshaker, -29857.746, 43448.473, 4116.2607
Starshaker, -29902.812, 43462.523, 4116.2607
Starshaker, -37127.62, 37406.77, 4118.316
Starshaker, -45884.86, 37057.492, 3662.2175
Starshaker, -31350.436, 43294.637, 4116.2603
Starshaker, -32202.178, 35781.46, 4115.277
Starshaker, -39605.773, 40265.926, 4891.519
Starshaker, -39072.504, 40575.676, 4170.387
Starshaker, -29755.875, 40157.297, 4170.387
Starshaker, -39053.81, 40623.848, 4863.852

===== [Floor 3F] (3) =====
Starshaker, -32317.232, 58032.902, 4026.0776
Starshaker, -32414.47, 58297.62, 4123.919
Starshaker, -33051.703, 57421.348, 4126.5283
