===== [Region 001] Chocolate Volcano (22) =====
Chocolate Volcano, 100031.62, 127660.74, -15433.17
Chocolate Volcano, 101197.58, 117533.266, -12953.524
Chocolate Volcano, 104639, 120207, -13378
Chocolate Volcano, 106248.5, 143600.05, -11920.405
Chocolate Volcano, 106767.58, 123443.266, -13343.879
Chocolate Volcano, 106927.48, 119291.52, -13255.558
Chocolate Volcano, 107549.62, 143196.25, -10493.512
Chocolate Volcano, 108001.83, 131701, -12757.033
Chocolate Volcano, 108361.83, 136109, -11856.001
Chocolate Volcano, 109632.51, 130308.375, -11477.3125
Chocolate Volcano, 110289.83, 141739, -12019.825
Chocolate Volcano, 111003.45, 158814.61, 1819
Chocolate Volcano, 111032, 158522, 1819
Chocolate Volcano, 111423.086, 119256.27, -13214.938
Chocolate Volcano, 111526.83, 131161, -11451.715
Chocolate Volcano, 112392.33, 134965.02, -11875.971
Chocolate Volcano, 112445.82, 139828.42, -12193.75
Chocolate Volcano, 112592.55, 136382.94, -11421.205
Chocolate Volcano, 112606.83, 128191, -11531.715
Chocolate Volcano, 115068.875, 150437.31, 298.6295
Chocolate Volcano, 115404.805, 125892.17, -11883.764
Chocolate Volcano, 118229, 127635.59, -11884.202

===== [Region 002] Milk Ice Mountain (33) =====
Milk Ice Mountain, -351168.34, 111704.87, -5489.5166
Milk Ice Mountain, -350072.06, 115322.47, -5351.326
Milk Ice Mountain, -347809.03, 111279.7, -4920.851
Milk Ice Mountain, -347319.5, 154796.47, 4633.9473
Milk Ice Mountain, -346966.72, 108829.266, -5975.889
Milk Ice Mountain, -346832.9, 114811.664, -5818.6523
Milk Ice Mountain, -344743.97, 103338.336, -6237.4966
Milk Ice Mountain, -344343.6, 156702.5, 7929.1777
Milk Ice Mountain, -343945.03, 141587.72, -9061.95
Milk Ice Mountain, -343241.03, 116876.21, -7615.737
Milk Ice Mountain, -343130.56, 123776.68, -11113.596
Milk Ice Mountain, -342877.66, 117524.65, -7573.0923
Milk Ice Mountain, -342794.72, 146940.44, 2740.98
Milk Ice Mountain, -342259.72, 146657.92, 1413.7063
Milk Ice Mountain, -341755.56, 118294.33, -6610.081
Milk Ice Mountain, -341700.6, 121385.8, -11246.674
Milk Ice Mountain, -341383.8, 115368.93, -6610.0005
Milk Ice Mountain, -339401.5, 139457.36, -9805.95
Milk Ice Mountain, -339388.88, 118446.3, -6610.0747
Milk Ice Mountain, -339179.3, 152468.06, 1795.613
Milk Ice Mountain, -338810.38, 115636.82, -6747.5317
Milk Ice Mountain, -338435.16, 145418.17, 222.70549
Milk Ice Mountain, -338271.84, 143444.64, -9137.489
Milk Ice Mountain, -336481.56, 129594.84, -6802.075
Milk Ice Mountain, -336156.06, 156199.69, 4782.439
Milk Ice Mountain, -335209.84, 138013.89, -10060.539
Milk Ice Mountain, -335183.53, 149873.92, 2314.8008
Milk Ice Mountain, -332525.75, 134403.2, -6280.4653
Milk Ice Mountain, -332194.94, 141351.62, -8140.984
Milk Ice Mountain, -329117.94, 147868.06, 1951.3308
Milk Ice Mountain, -328189, 166791.25, 2435.7722
Milk Ice Mountain, -321863.94, 162674.8, 7833.648
Milk Ice Mountain, -318408.34, 165021.31, 6376.38

===== [Region 003] Amber Syrup Lake (18) =====
